student_id,full_name,governorate,district,lat,lng,gender,status
BGD003533,Karrar Zaid Al-Rubaie,Baghdad,Abu Ghraib,33.27856,44.14969,M,active
BGD003534,Hassan Hassan Al-Obaidi,Baghdad,Mahmudiyah,33.05633,44.34584,M,active
BGD003535,Yusuf Mohammed Al-Tamimi,Baghdad,Karkh,33.35481,44.39723,M,active
BGD003536,Maryam Hassan Al-Baghdadi,Baghdad,Karkh,33.31436,44.37642,F,active
BGD003537,Sara Mustafa Al-Zubaidi,Baghdad,Mahmudiyah,33.02427,44.3677,F,active
BGD003538,Maryam Ali Al-Rubaie,Baghdad,Abu Ghraib,33.28906,44.14476,F,active
BGD003539,Dina Hussein Al-Khafaji,Baghdad,Rusafa,33.31057,44.40878,F,active
BGD003540,Hawraa Omar Al-Zubaidi,Baghdad,Mahmudiyah,33.02112,44.34683,F,active
BGD003541,Dina Mustafa Al-Jubouri,Baghdad,Rusafa,33.30454,44.38631,F,active
BGD003542,Zainab Hussein Al-Baghdadi,Baghdad,Kadhimiyah,33.3791,44.32028,F,active
BGD003543,Dina Hassan Al-Azzawi,Baghdad,Abu Ghraib,33.33518,44.20072,F,active
BGD003544,Dina Hassan Al-Rubaie,Baghdad,Adhamiyah,33.37251,44.37697,F,active
BGD003545,Noor Hussein Al-Saadi,Baghdad,Mansour,33.36007,44.32349,F,active
BGD003546,Dina Hassan Al-Tamimi,Baghdad,Rusafa,33.3784,44.40307,F,active
BGD003547,Omar Ahmed Al-Khafaji,Baghdad,Sadr City,33.38452,44.4505,M,active
BGD003548,Rania Ali Al-Obaidi,Baghdad,Adhamiyah,33.40312,44.38943,F,active
BGD003549,Yusuf Ahmed Al-Obaidi,Baghdad,Mansour,33.32099,44.29944,M,active
BGD003550,Noor Hassan Al-Janabi,Baghdad,Sadr City,33.37927,44.46147,F,active
BGD003551,Layla Mohammed Al-Shammari,Baghdad,Adhamiyah,33.36422,44.35118,F,active
BGD003552,Mohammed Hassan Al-Janabi,Baghdad,Abu Ghraib,33.26723,44.15956,M,active
BGD003553,Hussein Ali Al-Mosuli,Baghdad,Sadr City,33.39073,44.45723,M,active
BGD003554,Ali Mohammed Al-Mosuli,Baghdad,Sadr City,33.4204,44.50477,M,active
BGD003555,Zaid Ahmed Al-Jubouri,Baghdad,Kadhimiyah,33.42177,44.302,M,active
BGD003556,Mustafa Hassan Al-Tamimi,Baghdad,Sadr City,33.37899,44.40869,M,active
BGD003557,Hussein Omar Al-Jubouri,Baghdad,Sadr City,33.41264,44.45673,M,active
BGD003558,Mohammed Zaid Al-Shammari,Baghdad,Sadr City,33.41432,44.48511,M,active
BGD003559,Hassan Ahmed Al-Jubouri,Baghdad,Rusafa,33.35048,44.40657,M,active
BGD003560,Karrar Hussein Al-Tamimi,Baghdad,Rusafa,33.33271,44.41755,M,active
BGD003561,Layla Zaid Al-Baghdadi,Baghdad,Adhamiyah,33.34167,44.36583,F,active
BGD003562,Aya Ali Al-Basri,Baghdad,Karkh,33.34571,44.33068,F,active
BGD003563,Zaid Mohammed Al-Baghdadi,Baghdad,Mahmudiyah,33.04902,44.34394,M,active
BGD003564,Hassan Mustafa Al-Obaidi,Baghdad,Mansour,33.33687,44.33158,M,active
BGD003565,Yusuf Zaid Al-Baghdadi,Baghdad,Sadr City,33.3926,44.54075,M,active
BGD003566,Ali Ali Al-Janabi,Baghdad,Abu Ghraib,33.28401,44.23393,M,active
BGD003567,Dina Yusuf Al-Baghdadi,Baghdad,Adhamiyah,33.34894,44.36945,F,active
BGD003568,Zainab Ali Al-Basri,Baghdad,Adhamiyah,33.38758,44.35509,F,active
BGD003569,Hussein Hassan Al-Hamdani,Baghdad,Adhamiyah,33.40548,44.37519,M,active
BGD003570,Maryam Mohammed Al-Dulaimi,Baghdad,Abu Ghraib,33.26315,44.14989,F,active
BGD003571,Hassan Yusuf Al-Dulaimi,Baghdad,Mansour,33.31735,44.29479,M,active
BGD003572,Zaid Zaid Al-Zubaidi,Baghdad,Abu Ghraib,33.30003,44.20567,M,active
BGD003573,Ali Mustafa Al-Rubaie,Baghdad,Mansour,33.27999,44.33138,M,active
BGD003574,Yusuf Ahmed Al-Mosuli,Baghdad,Abu Ghraib,33.28447,44.15731,M,active
BGD003575,Noor Mustafa Al-Dulaimi,Baghdad,Mansour,33.29427,44.31878,F,active
BGD003576,Yusuf Zaid Al-Dulaimi,Baghdad,Rusafa,33.33163,44.4393,M,active
BGD003577,Mohammed Omar Al-Janabi,Baghdad,Abu Ghraib,33.36301,44.19296,M,active
BGD003578,Sara Karrar Al-Shammari,Baghdad,Abu Ghraib,33.3218,44.19028,F,active
BGD003579,Yusuf Hussein Al-Shammari,Baghdad,Sadr City,33.37092,44.44336,M,active
BGD003580,Hawraa Hussein Al-Mosuli,Baghdad,Mansour,33.31721,44.33132,F,active
BGD003581,Mustafa Yusuf Al-Basri,Baghdad,Abu Ghraib,33.31558,44.20534,M,active
BGD003582,Yusuf Ahmed Al-Rubaie,Baghdad,Sadr City,33.38908,44.43526,M,active
BGD003583,Hawraa Zaid Al-Basri,Baghdad,Mansour,33.3471,44.32829,F,active
BGD003584,Karrar Karrar Al-Obaidi,Baghdad,Sadr City,33.38587,44.49751,M,active
BGD003585,Rania Mohammed Al-Saadi,Baghdad,Sadr City,33.36444,44.45359,F,active
BGD003586,Hassan Hassan Al-Saadi,Baghdad,Rusafa,33.32356,44.40418,M,active
BGD003587,Hassan Hassan Al-Zubaidi,Baghdad,Abu Ghraib,33.36171,44.19852,M,active
BGD003588,Sara Hussein Al-Khafaji,Baghdad,Kadhimiyah,33.38492,44.31973,F,active
BGD003589,Ahmed Hussein Al-Mosuli,Baghdad,Abu Ghraib,33.32194,44.2139,M,active
BGD003590,Rania Mohammed Al-Dulaimi,Baghdad,Abu Ghraib,33.29742,44.18579,F,active
BGD003591,Sara Mustafa Al-Rubaie,Baghdad,Mahmudiyah,33.06325,44.38764,F,active
BGD003592,Sara Zaid Al-Azzawi,Baghdad,Abu Ghraib,33.24414,44.201,F,active
BGD003593,Dina Ali Al-Tamimi,Baghdad,Abu Ghraib,33.29703,44.17329,F,active
BGD003594,Dina Omar Al-Saadi,Baghdad,Sadr City,33.43662,44.49837,F,active
BGD003595,Aya Mustafa Al-Shammari,Baghdad,Sadr City,33.39241,44.45765,F,active
BGD003596,Zaid Zaid Al-Saadi,Baghdad,Mansour,33.31311,44.34107,M,active
BGD003597,Dina Ahmed Al-Basri,Baghdad,Kadhimiyah,33.39579,44.30722,F,active
BGD003598,Fatima Omar Al-Rubaie,Baghdad,Mansour,33.31483,44.33436,F,active
BGD003599,Mohammed Hassan Al-Mosuli,Baghdad,Sadr City,33.37513,44.46177,M,active
BGD003600,Sara Zaid Al-Rubaie,Baghdad,Adhamiyah,33.36095,44.4007,F,active
BGD003601,Dina Hussein Al-Tamimi,Baghdad,Abu Ghraib,33.25862,44.14185,F,active
BGD003602,Zainab Karrar Al-Khafaji,Baghdad,Karkh,33.2896,44.39898,F,active
BGD003603,Zaid Ahmed Al-Azzawi,Baghdad,Karkh,33.30117,44.34055,M,active
BGD003604,Dina Hassan Al-Saadi,Baghdad,Karkh,33.30427,44.34429,F,active
BGD003605,Hassan Omar Al-Shammari,Baghdad,Sadr City,33.41796,44.45974,M,active
BGD003606,Yusuf Mohammed Al-Saadi,Baghdad,Sadr City,33.35093,44.464,M,active
BGD003607,Mustafa Yusuf Al-Khafaji,Baghdad,Adhamiyah,33.3342,44.38553,M,active
BGD003608,Zainab Mustafa Al-Shammari,Baghdad,Karkh,33.2717,44.34183,F,active
BGD003609,Yusuf Hassan Al-Shammari,Baghdad,Abu Ghraib,33.29492,44.19299,M,active
BGD003610,Ahmed Ahmed Al-Jubouri,Baghdad,Abu Ghraib,33.28822,44.1879,M,active
BGD003611,Zainab Karrar Al-Mosuli,Baghdad,Abu Ghraib,33.26403,44.18186,F,active
BGD003612,Hussein Omar Al-Azzawi,Baghdad,Karkh,33.29655,44.39149,M,active
BGD003613,Aya Karrar Al-Rubaie,Baghdad,Karkh,33.3545,44.3648,F,active
BGD003614,Fatima Hassan Al-Azzawi,Baghdad,Rusafa,33.36403,44.42426,F,active
BGD003615,Noor Karrar Al-Zubaidi,Baghdad,Adhamiyah,33.38469,44.38179,F,active
BGD003616,Hawraa Omar Al-Saadi,Baghdad,Mahmudiyah,33.03662,44.36784,F,active
BGD003617,Layla Omar Al-Khafaji,Baghdad,Kadhimiyah,33.39083,44.2969,F,active
BGD003618,Omar Zaid Al-Rubaie,Baghdad,Rusafa,33.31119,44.40985,M,active
BGD003619,Hawraa Hussein Al-Rubaie,Baghdad,Mahmudiyah,33.06481,44.35259,F,active
BGD003620,Mohammed Yusuf Al-Rubaie,Baghdad,Sadr City,33.3821,44.4594,M,active
BGD003621,Mohammed Hassan Al-Azzawi,Baghdad,Sadr City,33.42619,44.44076,M,active
BGD003622,Dina Mohammed Al-Zubaidi,Baghdad,Sadr City,33.37429,44.44375,F,active
BGD003623,Maryam Zaid Al-Obaidi,Baghdad,Mansour,33.31499,44.32262,F,active
BGD003624,Fatima Mohammed Al-Jubouri,Baghdad,Kadhimiyah,33.38982,44.40139,F,active
BGD003625,Layla Zaid Al-Dulaimi,Baghdad,Kadhimiyah,33.39877,44.37157,F,active
BGD003626,Karrar Hassan Al-Shammari,Baghdad,Adhamiyah,33.36498,44.37383,M,active
BGD003627,Ahmed Ali Al-Shammari,Baghdad,Abu Ghraib,33.3078,44.18999,M,active
BGD003628,Zaid Omar Al-Zubaidi,Baghdad,Sadr City,33.4151,44.40645,M,active
BGD003629,Ali Ahmed Al-Rubaie,Baghdad,Sadr City,33.40781,44.48313,M,active
BGD003630,Dina Yusuf Al-Dulaimi,Baghdad,Adhamiyah,33.36907,44.3575,F,active
BGD003631,Zaid Mohammed Al-Khafaji,Baghdad,Mahmudiyah,33.00961,44.3932,M,active
BGD003632,Hassan Karrar Al-Shammari,Baghdad,Adhamiyah,33.35224,44.33951,M,active
BGD003633,Mohammed Karrar Al-Tamimi,Baghdad,Adhamiyah,33.3873,44.35245,M,active
BGD003634,Mustafa Hassan Al-Shammari,Baghdad,Mahmudiyah,33.05555,44.39154,M,active
BGD003635,Aya Zaid Al-Saadi,Baghdad,Kadhimiyah,33.3676,44.34176,F,active
BGD003636,Karrar Ali Al-Khafaji,Baghdad,Sadr City,33.39155,44.46476,M,active
BGD003637,Zaid Karrar Al-Obaidi,Baghdad,Adhamiyah,33.35373,44.39143,M,active
BGD003638,Dina Ahmed Al-Jubouri,Baghdad,Mansour,33.31051,44.33902,F,active
BGD003639,Rania Ahmed Al-Azzawi,Baghdad,Mahmudiyah,33.02923,44.36897,F,active
BGD003640,Hussein Mohammed Al-Zubaidi,Baghdad,Karkh,33.3103,44.35814,M,active
BGD003641,Omar Omar Al-Dulaimi,Baghdad,Kadhimiyah,33.34107,44.37478,M,active
BGD003642,Hawraa Zaid Al-Shammari,Baghdad,Karkh,33.3074,44.38138,F,active
BGD003643,Noor Omar Al-Baghdadi,Baghdad,Rusafa,33.34941,44.47097,F,active
BGD003644,Noor Ahmed Al-Saadi,Baghdad,Karkh,33.29756,44.34535,F,active
BGD003645,Aya Ali Al-Hamdani,Baghdad,Adhamiyah,33.41111,44.36143,F,active
BGD003646,Karrar Ahmed Al-Azzawi,Baghdad,Mahmudiyah,33.10974,44.38262,M,active
BGD003647,Zaid Hassan Al-Rubaie,Baghdad,Karkh,33.33135,44.36254,M,active
BGD003648,Omar Hussein Al-Dulaimi,Baghdad,Rusafa,33.34781,44.36022,M,active
BGD003649,Yusuf Mustafa Al-Janabi,Baghdad,Sadr City,33.40802,44.4556,M,active
BGD003650,Mustafa Mustafa Al-Shammari,Baghdad,Karkh,33.26555,44.37156,M,active
BGD003651,Yusuf Ahmed Al-Mosuli,Baghdad,Karkh,33.32218,44.3571,M,active
BGD003652,Omar Hassan Al-Azzawi,Baghdad,Abu Ghraib,33.30687,44.21192,M,active
BGD003653,Dina Omar Al-Rubaie,Baghdad,Mansour,33.29768,44.27769,F,active
BGD003654,Ali Omar Al-Jubouri,Baghdad,Mahmudiyah,33.08809,44.32121,M,active
BGD003655,Rania Yusuf Al-Janabi,Baghdad,Kadhimiyah,33.39792,44.33857,F,active
BGD003656,Rania Mustafa Al-Mosuli,Baghdad,Sadr City,33.41097,44.44733,F,active
BGD003657,Mohammed Mustafa Al-Mosuli,Baghdad,Mahmudiyah,33.05057,44.36071,M,active
BGD003658,Mohammed Ahmed Al-Zubaidi,Baghdad,Mahmudiyah,33.04934,44.37103,M,active
BGD003659,Hassan Ahmed Al-Hamdani,Baghdad,Sadr City,33.41086,44.45732,M,active
BGD003660,Dina Hussein Al-Obaidi,Baghdad,Karkh,33.33583,44.30936,F,active
BGD003661,Mustafa Mustafa Al-Saadi,Baghdad,Mahmudiyah,33.08588,44.36241,M,active
BGD003662,Mohammed Ali Al-Tamimi,Baghdad,Adhamiyah,33.38774,44.37597,M,active
BGD003663,Fatima Zaid Al-Azzawi,Baghdad,Abu Ghraib,33.31428,44.1949,F,active
BGD003664,Hussein Mohammed Al-Janabi,Baghdad,Adhamiyah,33.37355,44.38189,M,active
BGD003665,Hussein Zaid Al-Shammari,Baghdad,Mansour,33.32311,44.30813,M,active
BGD003666,Karrar Mustafa Al-Tamimi,Baghdad,Rusafa,33.35947,44.41969,M,active
BGD003667,Ahmed Ahmed Al-Hamdani,Baghdad,Karkh,33.3089,44.34777,M,active
BGD003668,Mohammed Karrar Al-Baghdadi,Baghdad,Rusafa,33.32202,44.34956,M,active
BGD003669,Fatima Mohammed Al-Jubouri,Baghdad,Adhamiyah,33.37713,44.39248,F,active
BGD003670,Zainab Yusuf Al-Khafaji,Baghdad,Kadhimiyah,33.36174,44.37975,F,active
BGD003671,Rania Hussein Al-Dulaimi,Baghdad,Adhamiyah,33.38489,44.38525,F,active
BGD003672,Omar Mohammed Al-Janabi,Baghdad,Abu Ghraib,33.28538,44.198,M,active
BGD003673,Rania Mohammed Al-Basri,Baghdad,Kadhimiyah,33.36398,44.32414,F,active
BGD003674,Sara Hassan Al-Azzawi,Baghdad,Mansour,33.29432,44.332,F,active
BGD003675,Hussein Mustafa Al-Shammari,Baghdad,Karkh,33.29218,44.36492,M,active
BGD003676,Rania Mohammed Al-Jubouri,Baghdad,Mansour,33.27314,44.33635,F,active
BGD003677,Dina Hassan Al-Rubaie,Baghdad,Karkh,33.30538,44.3555,F,active
BGD003678,Sara Hussein Al-Rubaie,Baghdad,Rusafa,33.28128,44.4586,F,active
BGD003679,Aya Zaid Al-Baghdadi,Baghdad,Mahmudiyah,33.04318,44.33852,F,active
BGD003680,Sara Karrar Al-Mosuli,Baghdad,Kadhimiyah,33.37217,44.31749,F,active
BGD003681,Maryam Ali Al-Basri,Baghdad,Karkh,33.3264,44.388,F,active
BGD003682,Ali Hussein Al-Zubaidi,Baghdad,Abu Ghraib,33.34062,44.16276,M,active
BGD003683,Layla Yusuf Al-Janabi,Baghdad,Karkh,33.30994,44.36821,F,active
BGD003684,Fatima Karrar Al-Rubaie,Baghdad,Sadr City,33.38762,44.43446,F,active
BGD003685,Noor Yusuf Al-Rubaie,Baghdad,Rusafa,33.30346,44.46429,F,active
BGD003686,Dina Zaid Al-Zubaidi,Baghdad,Kadhimiyah,33.39099,44.34958,F,active
BGD003687,Dina Yusuf Al-Obaidi,Baghdad,Mahmudiyah,33.04072,44.35802,F,active
BGD003688,Karrar Mohammed Al-Basri,Baghdad,Abu Ghraib,33.24429,44.19657,M,active
BGD003689,Ali Mohammed Al-Saadi,Baghdad,Sadr City,33.45442,44.53027,M,active
BGD003690,Mustafa Mohammed Al-Basri,Baghdad,Abu Ghraib,33.35047,44.16632,M,active
BGD003691,Zaid Karrar Al-Mosuli,Baghdad,Abu Ghraib,33.28581,44.21061,M,active
BGD003692,Aya Omar Al-Dulaimi,Baghdad,Rusafa,33.32839,44.43013,F,active
BGD003693,Omar Karrar Al-Obaidi,Baghdad,Abu Ghraib,33.29466,44.19716,M,active
BGD003694,Noor Mustafa Al-Dulaimi,Baghdad,Adhamiyah,33.31229,44.38632,F,active
BGD003695,Aya Mustafa Al-Shammari,Baghdad,Karkh,33.27356,44.34183,F,active
BGD003696,Karrar Karrar Al-Zubaidi,Baghdad,Mansour,33.30097,44.35547,M,active
BGD003697,Hussein Yusuf Al-Khafaji,Baghdad,Sadr City,33.37072,44.45988,M,active
BGD003698,Hawraa Hassan Al-Janabi,Baghdad,Karkh,33.30469,44.35878,F,active
BGD003699,Sara Hassan Al-Obaidi,Baghdad,Rusafa,33.30358,44.40583,F,active
BGD003700,Ali Omar Al-Tamimi,Baghdad,Kadhimiyah,33.37703,44.31531,M,active
BGD003701,Hawraa Zaid Al-Azzawi,Baghdad,Kadhimiyah,33.39428,44.34428,F,active
BGD003702,Maryam Yusuf Al-Mosuli,Baghdad,Karkh,33.31534,44.34018,F,active
BGD003703,Layla Karrar Al-Baghdadi,Baghdad,Sadr City,33.39849,44.44033,F,active
BGD003704,Fatima Ahmed Al-Hamdani,Baghdad,Sadr City,33.36326,44.43444,F,active
BGD003705,Hussein Karrar Al-Khafaji,Baghdad,Mansour,33.32649,44.26491,M,active
BGD003706,Hassan Zaid Al-Obaidi,Baghdad,Rusafa,33.33921,44.39596,M,active
BGD003707,Fatima Hussein Al-Azzawi,Baghdad,Karkh,33.29301,44.3668,F,active
BGD003708,Aya Yusuf Al-Rubaie,Baghdad,Abu Ghraib,33.3079,44.19543,F,active
BGD003709,Rania Hussein Al-Basri,Baghdad,Rusafa,33.37657,44.43535,F,active
BGD003710,Mustafa Ali Al-Basri,Baghdad,Adhamiyah,33.37505,44.36936,M,active
BGD003711,Layla Hussein Al-Tamimi,Baghdad,Abu Ghraib,33.30016,44.19044,F,active
BGD003712,Hassan Yusuf Al-Shammari,Baghdad,Abu Ghraib,33.30394,44.20778,M,active
BGD003713,Karrar Mustafa Al-Azzawi,Baghdad,Sadr City,33.38359,44.47034,M,active
BGD003714,Hassan Karrar Al-Obaidi,Baghdad,Mansour,33.36115,44.33766,M,active
BGD003715,Aya Hassan Al-Dulaimi,Baghdad,Mahmudiyah,33.04905,44.34569,F,active
BGD003716,Zainab Omar Al-Rubaie,Baghdad,Rusafa,33.33798,44.40766,F,active
BGD003717,Hussein Zaid Al-Mosuli,Baghdad,Karkh,33.26315,44.37581,M,active
BGD003718,Sara Ali Al-Obaidi,Baghdad,Adhamiyah,33.42984,44.38936,F,active
BGD003719,Zaid Yusuf Al-Baghdadi,Baghdad,Kadhimiyah,33.36574,44.27824,M,active
BGD003720,Yusuf Hussein Al-Dulaimi,Baghdad,Mansour,33.27771,44.2919,M,active
BGD003721,Hassan Omar Al-Dulaimi,Baghdad,Sadr City,33.40867,44.42557,M,active
BGD003722,Mustafa Ahmed Al-Hamdani,Baghdad,Abu Ghraib,33.27044,44.22079,M,active
BGD003723,Hussein Omar Al-Janabi,Baghdad,Abu Ghraib,33.32013,44.12963,M,active
BGD003724,Noor Ali Al-Rubaie,Baghdad,Mahmudiyah,33.05142,44.3529,F,active
BGD003725,Dina Hussein Al-Mosuli,Baghdad,Karkh,33.33039,44.38053,F,active
BGD003726,Zainab Ahmed Al-Dulaimi,Baghdad,Adhamiyah,33.38935,44.37225,F,active
BGD003727,Mohammed Yusuf Al-Zubaidi,Baghdad,Mahmudiyah,33.06404,44.34102,M,active
BGD003728,Rania Hassan Al-Tamimi,Baghdad,Adhamiyah,33.35865,44.30525,F,active
BGD003729,Layla Omar Al-Dulaimi,Baghdad,Kadhimiyah,33.38591,44.34047,F,active
BGD003730,Hussein Zaid Al-Khafaji,Baghdad,Abu Ghraib,33.27957,44.18178,M,active
BGD003731,Ali Ali Al-Shammari,Baghdad,Karkh,33.34367,44.37563,M,active
BGD003732,Noor Yusuf Al-Hamdani,Baghdad,Mahmudiyah,33.05472,44.34176,F,active
BGD003733,Maryam Karrar Al-Basri,Baghdad,Kadhimiyah,33.38317,44.32612,F,active
BGD003734,Aya Ahmed Al-Basri,Baghdad,Abu Ghraib,33.31285,44.18753,F,active
BGD003735,Zainab Omar Al-Basri,Baghdad,Adhamiyah,33.37019,44.37183,F,active
BGD003736,Rania Hussein Al-Mosuli,Baghdad,Mahmudiyah,33.05284,44.32524,F,active
BGD003737,Layla Ahmed Al-Basri,Baghdad,Karkh,33.29753,44.35092,F,active
BGD003738,Hawraa Hussein Al-Zubaidi,Baghdad,Karkh,33.25038,44.32932,F,active
BGD003739,Hussein Zaid Al-Jubouri,Baghdad,Adhamiyah,33.37777,44.33479,M,active
BGD003740,Hawraa Yusuf Al-Janabi,Baghdad,Adhamiyah,33.37925,44.38575,F,active
BGD003741,Sara Zaid Al-Rubaie,Baghdad,Kadhimiyah,33.35547,44.36446,F,active
BGD003742,Layla Ali Al-Saadi,Baghdad,Rusafa,33.33876,44.40464,F,active
BGD003743,Hawraa Ali Al-Rubaie,Baghdad,Mahmudiyah,33.06061,44.3227,F,active
BGD003744,Sara Zaid Al-Jubouri,Baghdad,Mahmudiyah,33.06184,44.31715,F,active
BGD003745,Mustafa Omar Al-Tamimi,Baghdad,Rusafa,33.33096,44.41376,M,active
BGD003746,Hawraa Karrar Al-Hamdani,Baghdad,Adhamiyah,33.32319,44.38506,F,active
BGD003747,Hawraa Omar Al-Mosuli,Baghdad,Adhamiyah,33.37281,44.36036,F,active
BGD003748,Zaid Zaid Al-Khafaji,Baghdad,Karkh,33.29432,44.3507,M,active
BGD003749,Dina Karrar Al-Azzawi,Baghdad,Sadr City,33.43168,44.4138,F,active
BGD003750,Ahmed Mustafa Al-Khafaji,Baghdad,Abu Ghraib,33.28826,44.15603,M,active
BGD003751,Noor Omar Al-Basri,Baghdad,Mansour,33.31881,44.34669,F,active
BGD003752,Mustafa Mustafa Al-Obaidi,Baghdad,Sadr City,33.37427,44.53821,M,active
BGD003753,Aya Ahmed Al-Shammari,Baghdad,Kadhimiyah,33.3849,44.35957,F,active
BGD003754,Hawraa Mohammed Al-Janabi,Baghdad,Karkh,33.33013,44.38217,F,active
BGD003755,Hussein Omar Al-Mosuli,Baghdad,Abu Ghraib,33.29425,44.12827,M,active
BGD003756,Karrar Zaid Al-Jubouri,Baghdad,Adhamiyah,33.36688,44.37394,M,active
BGD003757,Mustafa Ahmed Al-Shammari,Baghdad,Abu Ghraib,33.32109,44.16696,M,active
BGD003758,Noor Karrar Al-Shammari,Baghdad,Karkh,33.24642,44.30974,F,active
BGD003759,Dina Yusuf Al-Shammari,Baghdad,Mansour,33.29569,44.3621,F,active
BGD003760,Zainab Ahmed Al-Khafaji,Baghdad,Mansour,33.33602,44.29301,F,active
BGD003761,Aya Yusuf Al-Dulaimi,Baghdad,Abu Ghraib,33.32189,44.20133,F,active
BGD003762,Layla Yusuf Al-Dulaimi,Baghdad,Kadhimiyah,33.37233,44.34972,F,active
BGD003763,Sara Omar Al-Shammari,Baghdad,Karkh,33.31501,44.35272,F,active
BGD003764,Aya Ali Al-Shammari,Baghdad,Kadhimiyah,33.40304,44.33101,F,active
BGD003765,Ahmed Ahmed Al-Azzawi,Baghdad,Adhamiyah,33.33241,44.34093,M,active
BGD003766,Omar Mohammed Al-Basri,Baghdad,Adhamiyah,33.36089,44.37483,M,active
BGD003767,Yusuf Hassan Al-Khafaji,Baghdad,Mansour,33.30927,44.31495,M,active
BGD003768,Dina Hussein Al-Saadi,Baghdad,Abu Ghraib,33.28538,44.17675,F,active
BGD003769,Aya Mohammed Al-Janabi,Baghdad,Kadhimiyah,33.39715,44.37714,F,active
BGD003770,Dina Hussein Al-Janabi,Baghdad,Mansour,33.30539,44.29394,F,active
BGD003771,Zainab Yusuf Al-Jubouri,Baghdad,Abu Ghraib,33.28966,44.21152,F,active
BGD003772,Ali Ahmed Al-Zubaidi,Baghdad,Mansour,33.26944,44.32309,M,active
BGD003773,Rania Mustafa Al-Obaidi,Baghdad,Abu Ghraib,33.24971,44.19164,F,active
BGD003774,Hawraa Zaid Al-Azzawi,Baghdad,Mahmudiyah,33.02804,44.34058,F,active
BGD003775,Hawraa Yusuf Al-Zubaidi,Baghdad,Mahmudiyah,33.02606,44.33708,F,active
BGD003776,Aya Karrar Al-Dulaimi,Baghdad,Mansour,33.30967,44.32406,F,active
BGD003777,Zainab Ahmed Al-Hamdani,Baghdad,Mansour,33.2661,44.25299,F,active
BGD003778,Zainab Mohammed Al-Khafaji,Baghdad,Adhamiyah,33.38559,44.35995,F,active
BGD003779,Noor Yusuf Al-Tamimi,Baghdad,Abu Ghraib,33.33002,44.17866,F,active
BGD003780,Rania Zaid Al-Jubouri,Baghdad,Mahmudiyah,33.0885,44.35011,F,active
BGD003781,Zaid Mohammed Al-Zubaidi,Baghdad,Mahmudiyah,33.09128,44.39317,M,active
BGD003782,Hassan Mohammed Al-Hamdani,Baghdad,Mansour,33.32793,44.31154,M,active
BGD003783,Aya Omar Al-Tamimi,Baghdad,Sadr City,33.40931,44.51433,F,active
BGD003784,Mustafa Hassan Al-Mosuli,Baghdad,Mansour,33.31311,44.30945,M,active
BGD003785,Noor Yusuf Al-Dulaimi,Baghdad,Kadhimiyah,33.44168,44.33688,F,active
BGD003786,Dina Hussein Al-Shammari,Baghdad,Rusafa,33.34201,44.42397,F,active
BGD003787,Yusuf Mustafa Al-Baghdadi,Baghdad,Abu Ghraib,33.32464,44.18372,M,active
BGD003788,Maryam Mustafa Al-Saadi,Baghdad,Sadr City,33.41168,44.46799,F,active
BGD003789,Aya Yusuf Al-Tamimi,Baghdad,Rusafa,33.33729,44.37519,F,active
BGD003790,Maryam Mohammed Al-Hamdani,Baghdad,Rusafa,33.29887,44.40568,F,active
BGD003791,Layla Yusuf Al-Rubaie,Baghdad,Mansour,33.33243,44.30456,F,active
BGD003792,Karrar Hassan Al-Mosuli,Baghdad,Mahmudiyah,33.09073,44.33558,M,active
BGD003793,Fatima Karrar Al-Saadi,Baghdad,Mahmudiyah,33.04753,44.34841,F,active
BGD003794,Ahmed Hussein Al-Basri,Baghdad,Abu Ghraib,33.28596,44.18392,M,active
BGD003795,Karrar Yusuf Al-Janabi,Baghdad,Mahmudiyah,33.09156,44.36198,M,active
BGD003796,Maryam Mohammed Al-Jubouri,Baghdad,Karkh,33.27417,44.3573,F,active
BGD003797,Dina Ali Al-Tamimi,Baghdad,Mahmudiyah,33.06164,44.31392,F,active
BGD003798,Ali Zaid Al-Janabi,Baghdad,Karkh,33.29942,44.36209,M,active
BGD003799,Omar Hussein Al-Jubouri,Baghdad,Mansour,33.30964,44.28795,M,active
BGD003800,Zaid Hussein Al-Khafaji,Baghdad,Rusafa,33.33734,44.45548,M,active
BGD003801,Rania Karrar Al-Mosuli,Baghdad,Karkh,33.31678,44.36455,F,active
BGD003802,Ali Mohammed Al-Hamdani,Baghdad,Mansour,33.35058,44.33972,M,active
BGD003803,Aya Ali Al-Obaidi,Baghdad,Mansour,33.26161,44.31133,F,active
BGD003804,Yusuf Zaid Al-Khafaji,Baghdad,Mansour,33.32733,44.3242,M,active
BGD003805,Mustafa Karrar Al-Dulaimi,Baghdad,Adhamiyah,33.37175,44.36111,M,active
BGD003806,Ahmed Hussein Al-Tamimi,Baghdad,Sadr City,33.41512,44.47606,M,active
BGD003807,Mustafa Hassan Al-Zubaidi,Baghdad,Sadr City,33.44247,44.46681,M,active
BGD003808,Dina Yusuf Al-Saadi,Baghdad,Karkh,33.30282,44.3491,F,active
BGD003809,Ali Karrar Al-Azzawi,Baghdad,Kadhimiyah,33.41014,44.33616,M,active
BGD003810,Sara Hassan Al-Basri,Baghdad,Adhamiyah,33.38314,44.35336,F,active
BGD003811,Ahmed Yusuf Al-Basri,Baghdad,Adhamiyah,33.369,44.40916,M,active
